Verse
 कोटिकाश्य उवाच। <br>का त्वं कदम्बस्य विनम्य शाखा;मेकाश्रमे तिष्ठसि शोभमाना। <br>देदीप्यमानाग्निशिखेव नक्तं; दोधूयमाना पवनेन सुभ्रूः   ॥03-249-001॥
अतीव रूपेण समन्विता त्वं; न चाप्यरण्येषु बिभेषि किं नु। <br>देवी नु यक्षी यदि दानवी वा; वराप्सरा दैत्यवराङ्गना वा   ॥03-249-002॥
वपुष्मती वोरगराजकन्या; वनेचरी वा क्षणदाचरस्त्री। <br>यद्येव राज्ञो वरुणस्य पत्नी; यमस्य सोमस्य धनेश्वरस्य   ॥03-249-003॥
धातुर्विधातुः सवितुर्विभोर्वा; शक्रस्य वा त्वं सदनात्प्रपन्ना। <br>न ह्येव नः पृच्छसि ये वयं स्म; न चापि जानीम तवेह नाथम्   ॥03-249-004॥
वयं हि मानं तव वर्धयन्तः; पृच्छाम भद्रे प्रभवं प्रभुं च। <br>आचक्ष्व बन्धूंश्च पतिं कुलं च; तत्त्वेन यच्चेह करोषि कार्यम्   ॥03-249-005॥
अहं तु राज्ञः सुरथस्य पुत्रो; यं कोटिकाश्येति विदुर्मनुष्याः। <br>असौ तु यस्तिष्ठति काञ्चनाङ्गे; रथे हुतोऽग्निश्चयने यथैव। <br>त्रिगर्तराजः कमलायताक्षि; क्षेमंकरो नाम स एष वीरः   ॥03-249-006॥
अस्मात्परस्त्वेष महाधनुष्मा;न्पुत्रः कुणिन्दाधिपतेर्वरिष्ठः। <br>निरीक्षते त्वां विपुलायतांसः; सुविस्मितः पर्वतवासनित्यः   ॥03-249-007॥
असौ तु यः पुष्करिणीसमीपे; श्यामो युवा तिष्ठति दर्शनीयः। <br>इक्ष्वाकुराज्ञः सुबलस्य पुत्रः; स एष हन्ता द्विषतां सुगात्रि   ॥03-249-008॥
यस्यानुयात्रं ध्वजिनः प्रयान्ति; सौवीरका द्वादश राजपुत्राः। <br>शोणाश्वयुक्तेषु रथेषु सर्वे; मखेषु दीप्ता इव हव्यवाहाः   ॥03-249-009॥
अङ्गारकः कुञ्जरगुप्तकश्च; शत्रुंजयः संजयसुप्रवृद्धौ। <br>प्रभंकरोऽथ भ्रमरो रविश्च; शूरः प्रतापः कुहरश्च नाम   ॥03-249-010॥
यं षट्सहस्रा रथिनोऽनुयान्ति; नागा हयाश्चैव पदातिनश्च। <br>जयद्रथो नाम यदि श्रुतस्ते; सौवीरराजः सुभगे स एषः   ॥03-249-011॥
तस्यापरे भ्रातरोऽदीनसत्त्वा; बलाहकानीकविदारणाध्याः। <br>सौवीरवीराः प्रवरा युवानो; राजानमेते बलिनोऽनुयान्ति   ॥03-249-012॥
एतैः सहायैरुपयाति राजा; मरुद्गणैरिन्द्र इवाभिगुप्तः। <br>अजानतां ख्यापय नः सुकेशि; कस्यासि भार्या दुहिता च कस्य   ॥03-249-013॥
