Verse
 वैशंपायन उवाच। <br>गच्छन्स तीर्थानि महानुभावः; पुण्यानि रम्याणि ददर्श राजा। <br>सर्वाणि विप्रैरुपशोभितानि; क्वचित्क्वचिद्भारत सागरस्य   ॥03-118-001॥
स वृत्तवांस्तेषु कृताभिषेकः; सहानुजः पार्थिवपुत्रपौत्रः। <br>समुद्रगां पुण्यतमां प्रशस्तां; जगाम पारिक्षित पाण्डुपुत्रः   ॥03-118-002॥
तत्रापि चाप्लुत्य महानुभावः; संतर्पयामास पितॄन्सुरांश्च। <br>द्विजातिमुख्येषु धनं विसृज्य; गोदावरीं सागरगामगच्छत्   ॥03-118-003॥
ततो विपाप्मा द्रविडेषु राज;न्समुद्रमासाद्य च लोकपुण्यम्। <br>अगस्त्यतीर्थं च पवित्रपुण्यं; नारीतीर्थान्यथ वीरो ददर्श   ॥03-118-004॥
तत्रार्जुनस्याग्र्यधनुर्धरस्य; निशम्य तत्कर्म परैरसह्यम्। <br>संपूज्यमानः परमर्षिसंघैः; परां मुदं पाण्डुसुतः स लेभे   ॥03-118-005॥
स तेषु तीर्थेष्वभिषिक्तगात्रः; कृष्णासहायः सहितोऽनुजैश्च। <br>संपूजयन्विक्रममर्जुनस्य; रेमे महीपालपतिः पृथिव्याम्   ॥03-118-006॥
ततः सहस्राणि गवां प्रदाय; तीर्थेषु तेष्वम्बुधरोत्तमस्य। <br>हृष्टः सह भ्रातृभिरर्जुनस्य; संकीर्तयामास गवां प्रदानम्   ॥03-118-007॥
स तानि तीर्थानि च सागरस्य; पुण्यानि चान्यानि बहूनि राजन्। <br>क्रमेण गच्छन्परिपूर्णकामः; शूर्पारकं पुण्यतमं ददर्श   ॥03-118-008॥
तत्रोदधेः कंचिदतीत्य देशं; ख्यातं पृथिव्यां वनमाससाद। <br>तप्तं सुरैर्यत्र तपः पुरस्ता;दिष्टं तथा पुण्यतमैर्नरेन्द्रैः   ॥03-118-009॥
स तत्र तामग्र्यधनुर्धरस्य; वेदीं ददर्शायतपीनबाहुः। <br>ऋचीकपुत्रस्य तपस्विसंघैः; समावृतां पुण्यकृदर्चनीयाम्   ॥03-118-010॥
ततो वसूनां वसुधाधिपः स; मरुद्गणानां च तथाश्विनोश्च। <br>वैवस्वतादित्यधनेश्वराणा;मिन्द्रस्य विष्णोः सवितुर्विभोश्च   ॥03-118-011॥
भगस्य चन्द्रस्य दिवाकरस्य; पतेरपां साध्यगणस्य चैव। <br>धातुः पितॄणां च तथा महात्मा; रुद्रस्य राजन्सगणस्य चैव   ॥03-118-012॥
सरस्वत्याः सिद्धगणस्य चैव; पूष्णश्च ये चाप्यमरास्तथान्ये। <br>पुण्यानि चाप्यायतनानि तेषां; ददर्श राजा सुमनोहराणि   ॥03-118-013॥
तेषूपवासान्विविधानुपोष्य; दत्त्वा च रत्नानि महाधनानि। <br>तीर्थेषु सर्वेषु परिप्लुताङ्गः; पुनः स शूर्पारकमाजगाम   ॥03-118-014॥
स तेन तीर्थेन तु सागरस्य; पुनः प्रयातः सह सोदरीयैः। <br>द्विजैः पृथिव्यां प्रथितं महद्भि;स्तीर्थं प्रभासं समुपाजगाम   ॥03-118-015॥
तत्राभिषिक्तः पृथुलोहिताक्षः; सहानुजैर्देवगणान्पितॄंश्च। <br>संतर्पयामास तथैव कृष्णा; ते चापि विप्राः सह लोमशेन   ॥03-118-016॥
स द्वादशाहं जलवायुभक्षः; कुर्वन्क्षपाहःसु तदाभिषेकम्। <br>समन्ततोऽग्नीनुपदीपयित्वा; तेपे तपो धर्मभृतां वरिष्ठः   ॥03-118-017॥
तमुग्रमास्थाय तपश्चरन्तं; शुश्राव रामश्च जनार्दनश्च। <br>तौ सर्ववृष्णिप्रवरौ ससैन्यौ; युधिष्ठिरं जग्मतुराजमीढम्   ॥03-118-018॥
ते वृष्णयः पाण्डुसुतान्समीक्ष्य; भूमौ शयानान्मलदिग्धगात्रान्। <br>अनर्हतीं द्रौपदीं चापि दृष्ट्वा; सुदुःखिताश्चुक्रुशुरार्तनादम्   ॥03-118-019॥
ततः स रामं च जनार्दनं च; कार्ष्णिं च साम्बं च शिनेश्च पौत्रम्। <br>अन्यांश्च वृष्णीनुपगम्य पूजां; चक्रे यथाधर्ममदीनसत्त्वः   ॥03-118-020॥
ते चापि सर्वान्प्रतिपूज्य पार्थां;स्तैः सत्कृताः पाण्डुसुतैस्तथैव। <br>युधिष्ठिरं संपरिवार्य राज;न्नुपाविशन्देवगणा यथेन्द्रम्   ॥03-118-021॥
तेषां स सर्वं चरितं परेषां; वने च वासं परमप्रतीतः। <br>अस्त्रार्थमिन्द्रस्य गतं च पार्थं; कृष्णे शशंसामरराजपुत्रम्   ॥03-118-022॥
श्रुत्वा तु ते तस्य वचः प्रतीता;स्तांश्चापि दृष्ट्वा सुकृशानतीव। <br>नेत्रोद्भवं संमुमुचुर्दशार्हा; दुःखार्तिजं वारि महानुभावाः   ॥03-118-023॥
