Verse
 वासुदेव उवाच। <br>अविनाशं संजय पाण्डवाना;मिच्छाम्यहं भूतिमेषां प्रियं च। <br>तथा राज्ञो धृतराष्ट्रस्य सूत; सदाशंसे बहुपुत्रस्य वृद्धिम्   ॥05-029-001॥
कामो हि मे संजय नित्यमेव; नान्यद्ब्रूयां तान्प्रति शाम्यतेति। <br>राज्ञश्च हि प्रियमेतच्छृणोमि; मन्ये चैतत्पाण्डवानां समर्थम्   ॥05-029-002॥
सुदुष्करश्चात्र शमो हि नूनं; प्रदर्शितः संजय पाण्डवेन। <br>यस्मिन्गृद्धो धृतराष्ट्रः सपुत्रः; कस्मादेषां कलहो नात्र मूर्च्छेत्   ॥05-029-003॥
तत्त्वं धर्मं विचरन्संजयेह; मत्तश्च जानासि युधिष्ठिराच्च। <br>अथो कस्मात्संजय पाण्डवस्य; उत्साहिनः पूरयतः स्वकर्म। <br>यथाख्यातमावसतः कुटुम्बं; पुराकल्पात्साधु विलोपमात्थ   ॥05-029-004॥
अस्मिन्विधौ वर्तमाने यथाव;दुच्चावचा मतयो ब्राह्मणानाम्। <br>कर्मणाहुः सिद्धिमेके परत्र; हित्वा कर्म विद्यया सिद्धिमेके। <br>नाभुञ्जानो भक्ष्यभोज्यस्य तृप्ये;द्विद्वानपीह विदितं ब्राह्मणानाम्   ॥05-029-005॥
या वै विद्याः साधयन्तीह कर्म; तासां फलं विद्यते नेतरासाम्। <br>तत्रेह वै दृष्टफलं तु कर्म; पीत्वोदकं शाम्यति तृष्णयार्तः   ॥05-029-006॥
सोऽयं विधिर्विहितः कर्मणैव; तद्वर्तते संजय तत्र कर्म। <br>तत्र योऽन्यत्कर्मणः साधु मन्ये;न्मोघं तस्य लपितं दुर्बलस्य   ॥05-029-007॥
कर्मणामी भान्ति देवाः परत्र; कर्मणैवेह प्लवते मातरिश्वा। <br>अहोरात्रे विदधत्कर्मणैव; अतन्द्रितो नित्यमुदेति सूर्यः   ॥05-029-008॥
मासार्धमासानथ नक्षत्रयोगा;नतन्द्रितश्चन्द्रमा अभ्युपैति। <br>अतन्द्रितो दहते जातवेदाः; समिध्यमानः कर्म कुर्वन्प्रजाभ्यः   ॥05-029-009॥
अतन्द्रिता भारमिमं महान्तं; बिभर्ति देवी पृथिवी बलेन। <br>अतन्द्रिताः शीघ्रमपो वहन्ति; संतर्पयन्त्यः सर्वभूतानि नद्यः   ॥05-029-010॥
अतन्द्रितो वर्षति भूरितेजाः; संनादयन्नन्तरिक्षं दिवं च। <br>अतन्द्रितो ब्रह्मचर्यं चचार; श्रेष्ठत्वमिच्छन्बलभिद्देवतानाम्   ॥05-029-011॥
हित्वा सुखं मनसश्च प्रियाणि; तेन शक्रः कर्मणा श्रैष्ठ्यमाप। <br>सत्यं धर्मं पालयन्नप्रमत्तो; दमं तितिक्षां समतां प्रियं च। <br>एतानि सर्वाण्युपसेवमानो; देवराज्यं मघवान्प्राप मुख्यम्   ॥05-029-012॥
बृहस्पतिर्ब्रह्मचर्यं चचार; समाहितः संशितात्मा यथावत्। <br>हित्वा सुखं प्रतिरुध्येन्द्रियाणि; तेन देवानामगमद्गौरवं सः   ॥05-029-013॥
नक्षत्राणि कर्मणामुत्र भान्ति; रुद्रादित्या वसवोऽथापि विश्वे। <br>यमो राजा वैश्रवणः कुबेरो; गन्धर्वयक्षाप्सरसश्च शुभ्राः। <br>ब्रह्मचर्यं वेदविद्याः क्रियाश्च; निषेवमाणा मुनयोऽमुत्र भान्ति   ॥05-029-014॥
