Verse
 वैशंपायन उवाच। <br>पाण्डवास्तु वने वासमुद्दिश्य भरतर्षभाः। <br>प्रययुर्जाह्नवीकूलात्कुरुक्षेत्रं सहानुगाः   ॥03-006-001॥
सरस्वतीदृषद्वत्यौ यमुनां च निषेव्य ते। <br>ययुर्वनेनैव वनं सततं पश्चिमां दिशम्   ॥03-006-002॥
ततः सरस्वतीकूले समेषु मरुधन्वसु। <br>काम्यकं नाम ददृशुर्वनं मुनिजनप्रियम्   ॥03-006-003॥
तत्र ते न्यवसन्वीरा वने बहुमृगद्विजे। <br>अन्वास्यमाना मुनिभिः सान्त्व्यमानाश्च भारत   ॥03-006-004॥
विदुरस्त्वपि पाण्डूनां तदा दर्शनलालसः। <br>जगामैकरथेनैव काम्यकं वनमृद्धिमत्   ॥03-006-005॥
ततो यात्वा विदुरः काननं त;च्छीघ्रैरश्वैर्वाहिना स्यन्दनेन। <br>ददर्शासीनं धर्मराजं विविक्ते; सार्धं द्रौपद्या भ्रातृभिर्ब्राह्मणैश्च   ॥03-006-006॥
ततोऽपश्यद्विदुरं तूर्णमारा;दभ्यायान्तं सत्यसंधः स राजा। <br>अथाब्रवीद्भ्रातरं भीमसेनं; किं नु क्षत्ता वक्ष्यति नः समेत्य   ॥03-006-007॥
कच्चिन्नायं वचनात्सौबलस्य; समाह्वाता देवनायोपयाति। <br>कच्चित्क्षुद्रः शकुनिर्नायुधानि; जेष्यत्यस्मान्पुनरेवाक्षवत्याम्   ॥03-006-008॥
समाहूतः केनचिदाद्रवेति; नाहं शक्तो भीमसेनापयातुम्। <br>गाण्डीवे वा संशयिते कथंचि;द्राज्यप्राप्तिः संशयिता भवेन्नः   ॥03-006-009॥
तत उत्थाय विदुरं पाण्डवेयाः; प्रत्यगृह्णन्नृपते सर्व एव। <br>तैः सत्कृतः स च तानाजमीढो; यथोचितं पाण्डुपुत्रान्समेयात्   ॥03-006-010॥
समाश्वस्तं विदुरं ते नरर्षभा;स्ततोऽपृच्छन्नागमनाय हेतुम्। <br>स चापि तेभ्यो विस्तरतः शशंस; यथावृत्तो धृतराष्ट्रोऽऽम्बिकेयः   ॥03-006-011॥
 विदुर उवाच। <br>अवोचन्मां धृतराष्ट्रोऽनुगुप्त;मजातशत्रो परिगृह्याभिपूज्य। <br>एवं गते समतामभ्युपेत्य; पथ्यं तेषां मम चैव ब्रवीहि   ॥03-006-012॥
मयाप्युक्तं यत्क्षमं कौरवाणां; हितं पथ्यं धृतराष्ट्रस्य चैव। <br>तद्वै पथ्यं तन्मनो नाभ्युपैति; ततश्चाहं क्षममन्यन्न मन्ये   ॥03-006-013॥
परं श्रेयः पाण्डवेया मयोक्तं; न मे तच्च श्रुतवानाम्बिकेयः। <br>यथातुरस्येव हि पथ्यमन्नं; न रोचते स्मास्य तदुच्यमानम्   ॥03-006-014॥
न श्रेयसे नीयतेऽजातशत्रो; स्त्री श्रोत्रियस्येव गृहे प्रदुष्टा। <br>ब्रुवन्न रुच्यै भरतर्षभस्य; पतिः कुमार्या इव षष्टिवर्षः   ॥03-006-015॥
ध्रुवं विनाशो नृप कौरवाणां; न वै श्रेयो धृतराष्ट्रः परैति। <br>यथा पर्णे पुष्करस्येव सिक्तं; जलं न तिष्ठेत्पथ्यमुक्तं तथास्मिन्   ॥03-006-016॥
ततः क्रुद्धो धृतराष्ट्रोऽब्रवीन्मां; यत्र श्रद्धा भारत तत्र याहि। <br>नाहं भूयः कामये त्वां सहायं; महीमिमां पालयितुं पुरं वा   ॥03-006-017॥
सोऽहं त्यक्तो धृतराष्ट्रेण राजं;स्त्वां शासितुमुपयातस्त्वरावान्। <br>तद्वै सर्वं यन्मयोक्तं सभायां; तद्धार्यतां यत्प्रवक्ष्यामि भूयः   ॥03-006-018॥
क्लेशैस्तीव्रैर्युज्यमानः सपत्नैः; क्षमां कुर्वन्कालमुपासते यः। <br>सं वर्धयन्स्तोकमिवाग्निमात्मवा;न्स वै भुङ्क्ते पृथिवीमेक एव   ॥03-006-019॥
यस्याविभक्तं वसु राजन्सहायै;स्तस्य दुःखेऽप्यंशभाजः सहायाः। <br>सहायानामेष संग्रहणेऽभ्युपायः; सहायाप्तौ पृथिवीप्राप्तिमाहुः   ॥03-006-020॥
सत्यं श्रेष्ठं पाण्डव निष्प्रलापं; तुल्यं चान्नं सह भोज्यं सहायैः। <br>आत्मा चैषामग्रतो नातिवर्ते;देवंवृत्तिर्वर्धते भूमिपालः   ॥03-006-021॥
 युधिष्ठिर उवाच। <br>एवं करिष्यामि यथा ब्रवीषि; परां बुद्धिमुपगम्याप्रमत्तः। <br>यच्चाप्यन्यद्देशकालोपपन्नं; तद्वै वाच्यं तत्करिष्यामि कृत्स्नम्   ॥03-006-022॥
