Verse
 वैशंपायन उवाच। <br>ततो विराटं प्रथमं युधिष्ठिरो; राजा सभायामुपविष्टमाव्रजत्। <br>वैडूर्यरूपान्प्रतिमुच्य काञ्चना;नक्षान्स कक्षे परिगृह्य वाससा   ॥04-006-001॥
नराधिपो राष्ट्रपतिं यशस्विनं; महायशाः कौरववंशवर्धनः। <br>महानुभावो नरराजसत्कृतो; दुरासदस्तीक्ष्णविषो यथोरगः   ॥04-006-002॥
बलेन रूपेण नरर्षभो महा;नथार्चिरूपेण यथामरस्तथा। <br>महाभ्रजालैरिव संवृतो रवि;र्यथानलो भस्मवृतश्च वीर्यवान्   ॥04-006-003॥
तमापतन्तं प्रसमीक्ष्य पाण्डवं; विराटराडिन्दुमिवाभ्रसंवृतम्। <br>मन्त्रिद्विजान्सूतमुखान्विशस्तथा; ये चापि केचित्परिषत्समासते। <br>पप्रच्छ कोऽयं प्रथमं समेयिवा;ननेन योऽयं प्रसमीक्षते सभाम्   ॥04-006-004॥
न तु द्विजोऽयं भविता नरोत्तमः; पतिः पृथिव्या इति मे मनोगतम्। <br>न चास्य दासो न रथो न कुण्डले; समीपतो भ्राजति चायमिन्द्रवत्   ॥04-006-005॥
शरीरलिङ्गैरुपसूचितो ह्ययं; मूर्धाभिषिक्तोऽयमितीव मानसम्। <br>समीपमायाति च मे गतव्यथो; यथा गजस्तामरसीं मदोत्कटः   ॥04-006-006॥
वितर्कयन्तं तु नरर्षभस्तदा; युधिष्ठिरोऽभ्येत्य विराटमब्रवीत्। <br>सम्राड्विजानात्विह जीवितार्थिनं; विनष्टसर्वस्वमुपागतं द्विजम्   ॥04-006-007॥
इहाहमिच्छामि तवानघान्तिके; वस्तुं यथा कामचरस्तथा विभो। <br>तमब्रवीत्स्वागतमित्यनन्तरं; राजा प्रहृष्टः प्रतिसंगृहाण च   ॥04-006-008॥
कामेन ताताभिवदाम्यहं त्वां; कस्यासि राज्ञो विषयादिहागतः। <br>गोत्रं च नामापि च शंस तत्त्वतः; किं चापि शिल्पं तव विद्यते कृतम्   ॥04-006-009॥
 युधिष्ठिर उवाच। <br>युधिष्ठिरस्यासमहं पुरा सखा; वैयाघ्रपद्यः पुनरस्मि ब्राह्मणः। <br>अक्षान्प्रवप्तुं कुशलोऽस्मि देविता; कङ्केति नाम्नास्मि विराट विश्रुतः   ॥04-006-010॥
 विराट उवाच। <br>ददामि ते हन्त वरं यमिच्छसि; प्रशाधि मत्स्यान्वशगो ह्यहं तव। <br>प्रिया हि धूर्ता मम देविनः सदा; भवांश्च देवोपम राज्यमर्हति   ॥04-006-011॥
 युधिष्ठिर उवाच। <br>आप्तो विवादः परमो विशां पते; न विद्यते किंचन मत्स्य हीनतः। <br>न मे जितः कश्चन धारयेद्धनं; वरो ममैषोऽस्तु तव प्रसादतः   ॥04-006-012॥
 विराट उवाच। <br>हन्यामवध्यं यदि तेऽप्रियं चरे;त्प्रव्राजयेयं विषयाद्द्विजांस्तथा। <br>शृण्वन्तु मे जानपदाः समागताः; कङ्को यथाहं विषये प्रभुस्तथा   ॥04-006-013॥
समानयानो भवितासि मे सखा; प्रभूतवस्त्रो बहुपानभोजनः। <br>पश्येस्त्वमन्तश्च बहिश्च सर्वदा; कृतं च ते द्वारमपावृतं मया   ॥04-006-014॥
ये त्वानुवादेयुरवृत्तिकर्शिता; ब्रूयाश्च तेषां वचनेन मे सदा। <br>दास्यामि सर्वं तदहं न संशयो; न ते भयं विद्यति संनिधौ मम   ॥04-006-015॥
 वैशंपायन उवाच। <br>एवं स लब्ध्वा तु वरं समागमं; विराटराजेन नरर्षभस्तदा। <br>उवास वीरः परमार्चितः सुखी; न चापि कश्चिच्चरितं बुबोध तत्   ॥04-006-016॥
