Verse
 युधिष्ठिर उवाच। <br>कीदृशे पुरुषे तात स्त्रीषु वा भरतर्षभ। <br>श्रीः पद्मा वसते नित्यं तन्मे ब्रूहि पितामह   ॥13-011-001॥
 भीष्म उवाच। <br>अत्र ते वर्तयिष्यामि यथादृष्टं यथाश्रुतम्। <br>रुक्मिणी देवकीपुत्रसंनिधौ पर्यपृच्छत   ॥13-011-002॥
नारायणस्याङ्कगतां ज्वलन्तीं; दृष्ट्वा श्रियं पद्मसमानवक्त्राम्। <br>कौतूहलाद्विस्मितचारुनेत्रा; पप्रच्छ माता मकरध्वजस्य   ॥13-011-003॥
कानीह भूतान्युपसेवसे त्वं; संतिष्ठती कानि न सेवसे त्वम्। <br>तानि त्रिलोकेश्वरभूतकान्ते; तत्त्वेन मे ब्रूहि महर्षिकन्ये   ॥13-011-004॥
एवं तदा श्रीरभिभाष्यमाणा; देव्या समक्षं गरुडध्वजस्य। <br>उवाच वाक्यं मधुराभिधानं; मनोहरं चन्द्रमुखी प्रसन्ना   ॥13-011-005॥
वसामि सत्ये सुभगे प्रगल्भे; दक्षे नरे कर्मणि वर्तमाने। <br>नाकर्मशीले पुरुषे वसामि; न नास्तिके सांकरिके कृतघ्ने। <br>न भिन्नवृत्ते न नृशंसवृत्ते; न चापि चौरे न गुरुष्वसूये   ॥13-011-006॥
ये चाल्पतेजोबलसत्त्वसारा; हृष्यन्ति कुप्यन्ति च यत्र तत्र। <br>न देवि तिष्ठामि तथाविधेषु; नरेषु संसुप्तमनोरथेषु   ॥13-011-007॥
यश्चात्मनि प्रार्थयते न किंचि;द्यश्च स्वभावोपहतान्तरात्मा। <br>तेष्वल्पसंतोषरतेषु नित्यं; नरेषु नाहं निवसामि देवि   ॥13-011-008॥
वसामि धर्मशीलेषु धर्मज्ञेषु महात्मसु। <br>वृद्धसेविषु दान्तेषु सत्त्वज्ञेषु महात्मसु   ॥13-011-009॥
स्त्रीषु क्षान्तासु दान्तासु देवद्विजपरासु च। <br>वसामि सत्यशीलासु स्वभावनिरतासु च   ॥13-011-010॥
प्रकीर्णभाण्डामनवेक्ष्यकारिणीं; सदा च भर्तुः प्रतिकूलवादिनीम्। <br>परस्य वेश्माभिरतामलज्जा;मेवंविधां स्त्रीं परिवर्जयामि   ॥13-011-011॥
लोलामचोक्षामवलेहिनीं च; व्यपेतधैर्यां कलहप्रियां च। <br>निद्राभिभूतां सततं शयाना;मेवंविधां स्त्रीं परिवर्जयामि   ॥13-011-012॥
सत्यासु नित्यं प्रियदर्शनासु; सौभाग्ययुक्तासु गुणान्वितासु। <br>वसामि नारीषु पतिव्रतासु; कल्याणशीलासु विभूषितासु   ॥13-011-013॥
यानेषु कन्यासु विभूषणेषु; यज्ञेषु मेघेषु च वृष्टिमत्सु। <br>वसामि फुल्लासु च पद्मिनीषु; नक्षत्रवीथीषु च शारदीषु   ॥13-011-014॥
शैलेषु गोष्ठेषु तथा वनेषु; सरःसु फुल्लोत्पलपङ्कजेषु। <br>नदीषु हंसस्वननादितासु; क्रौञ्चावघुष्टस्वरशोभितासु   ॥13-011-015॥
विस्तीर्णकूलह्रदशोभितासु; तपस्विसिद्धद्विजसेवितासु। <br>वसामि नित्यं सुबहूदकासु; सिंहैर्गजैश्चाकुलितोदकासु। <br>मत्ते गजे गोवृषभे नरेन्द्रे; सिंहासने सत्पुरुषे च नित्यम्   ॥13-011-016॥
यस्मिन्गृहे हूयते हव्यवाहो; गोब्राह्मणश्चार्च्यते देवताश्च। <br>काले च पुष्पैर्बलयः क्रियन्ते; तस्मिन्गृहे नित्यमुपैमि वासम्   ॥13-011-017॥
स्वाध्यायनित्येषु द्विजेषु नित्यं; क्षत्रे च धर्माभिरते सदैव। <br>वैश्ये च कृष्याभिरते वसामि; शूद्रे च शुश्रूषणनित्ययुक्ते   ॥13-011-018॥
नारायणे त्वेकमना वसामि; सर्वेण भावेन शरीरभूता। <br>तस्मिन्हि धर्मः सुमहान्निविष्टो; ब्रह्मण्यता चात्र तथा प्रियत्वम्   ॥13-011-019॥
नाहं शरीरेण वसामि देवि; नैवं मया शक्यमिहाभिधातुम्। <br>यस्मिंस्तु भावेन वसामि पुंसि; स वर्धते धर्मयशोर्थकामैः   ॥13-011-020॥
